"DateTime","moisture","StartDepth","EndDepth","default_calc","DUL","PWP","rescaled","moisture_perc"
2000-01-01 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-01 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-01 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-01 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-02 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-02 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-02 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-02 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-03 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-03 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-03 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-03 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-04 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-04 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-04 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-04 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-05 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-05 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-05 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-05 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-06 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-06 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-06 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-06 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-07 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-07 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-07 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-07 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-08 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-08 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-08 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-08 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-09 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-09 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-09 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-09 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-10 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-10 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-10 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-10 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-11 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-11 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-11 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-11 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-12 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-12 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-12 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-12 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-13 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-13 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-13 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-13 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-14 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-14 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-14 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-14 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-15 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-15 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-15 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-15 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-16 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-16 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-16 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-16 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-17 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-17 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-17 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-17 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-18 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-18 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-18 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-18 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-19 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-19 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-19 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-19 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-20 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-20 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-20 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-20 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-21 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-21 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-21 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-21 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-22 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-22 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-22 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-22 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-23 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-23 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-23 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-23 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-24 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-24 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-24 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-24 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-25 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-25 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-25 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-25 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-26 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-26 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-26 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-26 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-27 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-27 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-27 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-27 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-28 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-28 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-28 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-28 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-29 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-29 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-29 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-29 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-30 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-30 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-30 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-30 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-01-31 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-01-31 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-01-31 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-01-31 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-02-01 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-02-01 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-02-01 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-02-01 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-02-02 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-02-02 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-02-02 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-02-02 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-02-03 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-02-03 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-02-03 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-02-03 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-02-04 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-02-04 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-02-04 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-02-04 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-02-05 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
2000-02-05 23:59:59,NA,"030","060",NA,0.3840711,0.2492014,NA,NA
2000-02-05 23:59:59,NA,"060","100",NA,0.3905744,0.254332,NA,NA
2000-02-05 23:59:59,NA,"100","200",NA,0.388619,0.2495534,NA,NA
2000-02-06 23:59:59,NA,"015","030",NA,0.3567861,0.2359806,NA,NA
